time,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD
2013-10-25 05:00:00,1264.6310909393483,3858.333073630241,5122.964164569589,16488.534032820677,1192.1363150256277,2625.9218830969903,3391.1445177418195
2013-10-25 06:00:00,1367.5545791088775,4172.348047090141,5539.902626199019,17830.47276073804,1289.1597306249291,2839.6356228630193,3667.1368013046967
2013-10-25 07:00:00,1463.7013231274298,4465.687476293241,5929.388799420671,19084.054830839803,1379.794877852609,3039.277906621287,3924.9570511888405
2013-10-25 08:00:00,1511.1367447314967,4610.4108326521455,6121.5475773836415,19702.528130352697,1424.511071466634,3137.7743871494768,4052.1564938341407
2013-10-25 09:00:00,1512.4250725945055,4614.3414635208155,6126.76653611532,19719.325628031547,1425.7255461400434,3140.44951379496,4055.6111819253933
2013-10-25 10:00:00,1512.4250725945055,4614.3414635208155,6126.76653611532,19719.325628031547,1425.7255461400434,3140.44951379496,4055.6111819253933
2013-10-25 11:00:00,1510.0697205447448,4607.155389432692,6117.225109977437,19688.616037930526,1423.505214271479,3135.5587827871764,4049.2952378938694
2013-10-25 12:00:00,1511.0769927389072,4610.228531986857,6121.3055247257635,19701.749070933394,1424.454744747505,3137.650316133017,4051.9962671533754
2013-10-25 13:00:00,1508.13790968462,4601.261520630145,6109.399430314765,19663.428669582274,1421.6841441612976,3131.547506733669,4044.1150317020697
2013-10-25 14:00:00,1505.71684746637,4593.874967747714,6099.591815214084,19631.862336074264,1419.4018689491895,3126.5203329556466,4037.6228839703294
2013-10-25 15:00:00,1504.7155334481065,4590.820003322567,6095.535536770673,19618.80698705907,1418.4579550975782,3124.441171363584,4034.937831730273
2013-10-25 16:00:00,1507.8132742149105,4600.271072286256,6108.084346501166,19659.19600202498,1421.378118368196,3130.873422892107,4043.2445123852062
2013-10-25 17:00:00,1507.8132742149105,4600.271072286256,6108.084346501166,19659.19600202498,1421.378118368196,3130.873422892107,4043.2445123852062
2013-10-25 18:00:00,1513.833925844276,4618.639811970753,6132.4737378150285,19737.694561804034,1427.0536371016105,3143.374903345439,4059.3890622957974
2013-10-25 19:00:00,1509.8378623854665,4606.448000526359,6116.2858629118255,19685.593021038534,1423.2866473442614,3135.0773448258724,4048.6735035941488
2013-10-25 20:00:00,1480.0944780629527,4515.702261096524,5995.796739159477,19297.792334999132,1395.248297791828,3073.3171964874045,3968.915766015943
2013-10-25 21:00:00,1416.6362447138993,4322.094020496545,5738.7302652104445,18470.410146046826,1335.4277975646949,2941.5504189600706,3798.7506944238953
2013-10-25 22:00:00,1215.4275380787878,3708.2152276416523,4923.6427657204395,15847.00745507821,1145.7533479978383,2523.7539962655082,3259.20378045331
2013-10-25 23:00:00,1150.7530707951064,3510.8963115341144,4661.64938232922,15003.767744697981,1084.7863342527119,2389.4617903134053,3085.7773427053494
2013-10-26 00:00:00,1087.1417974422418,3316.8211527059475,4403.9629501481895,14174.390187033561,1024.8215670156164,2257.377235453317,2915.2018899565846
2013-10-26 01:00:00,1050.2020431518488,3204.119609361373,4254.321652513222,13692.761670903406,989.9993782577939,2180.6743061624375,2816.14688004413
2013-10-26 02:00:00,1046.2297272798376,3192.0002507454915,4238.229978025329,13640.969756317372,986.2547747606112,2172.4260579186434,2805.495001177144
2013-10-26 03:00:00,1046.2297272798376,3192.0002507454915,4238.229978025329,13640.969756317372,986.2547747606112,2172.4260579186434,2805.495001177144
2013-10-26 04:00:00,1043.923998323637,3184.9655745033256,4228.889572826963,13610.907162856593,984.0812213496706,2167.6383659458957,2799.3121228933196
2013-10-26 05:00:00,1041.9166037463906,3178.841103149816,4220.757706896206,13584.734317636063,982.1889003469161,2163.4701453587472,2793.9292367976464
2013-10-26 06:00:00,1077.0895035322683,3286.152052178067,4363.241555710335,14043.326202105436,1015.3455192533485,2236.50431943643,2888.246375713917
